Letters,Central Letter,Total Words,Total Points
ADHIMPS,D,61,325
AFIMNOY,O,55,221
AFIMNOY,N,80,324
AFIMNOY,M,74,286
AFIMNOY,I,59,249
AFIMNOY,A,89,332
AIMNORU,U,56,288
AIMNOTU,U,65,384
ACEIMNS,C,93,523
AEMNSTY,Y,59,260
ABCEIMO,M,62,239
ABCEIMO,C,50,227
ABCEIMO,A,63,246
ABEIMNO,O,91,400
ABEIMNO,I,84,419
ABEIMNO,E,76,316
ABEIMNO,B,64,282
ABHIMNP,A,65,261
ACHIMPR,R,79,320
ACHIMPR,P,52,196
ACHIMPR,M,61,229
ACHIMPR,I,70,297
ACHIMPR,C,61,269
AHIMPSX,S,71,288
AHIMPSX,M,57,236
AHIMPSX,I,71,277
AHIMPSX,A,78,293
ADHIMOP,A,55,208
ACILMNP,P,66,303
ACILMNP,N,94,497
ACILMNP,M,92,435
ACILMNP,C,73,384
AFILMPY,M,52,204
AFILMPY,L,76,317
AFILMPY,I,60,232
AFILMPY,A,81,326
AELMOPU,P,82,278
AELMOPU,O,51,141
AELMOPU,M,73,255
AELMOPU,E,71,258
AELMOPU,A,80,292
ALMPRUY,Y,52,240
ALMPRUY,U,71,289
ALMPRUY,R,61,244
ALMPRUY,P,63,245
ALMPRUY,M,68,260
ALMPRUY,L,82,337
AMOPRTU,U,65,281
AMOPRTU,P,76,302
AMOPRTU,O,100,422
AMOPRTU,M,81,307
ACIKMNS,S,82,323
ACIKMNS,N,88,405
ACIKMNS,M,78,334
ACIKMNS,K,52,201
ADEMNSU,U,95,503
AEMNSTU,U,100,496
AGIMNSU,U,77,400
AGIMNSU,M,99,483
AGIMNSU,G,100,534
AEIMSUV,S,81,315
AEIMSUV,M,66,271
AEIMSUV,I,53,206
AEIMSUV,E,55,232
AEIMSUV,A,69,252
ADILMOY,Y,59,299
ADILMOY,O,66,244
ADILMOY,M,83,318
ADILMOY,L,96,382
ADILMOY,I,72,281
ADILMOY,D,72,286
ADILMOY,A,98,391
AILMOSY,Y,55,275
AILMOSY,O,79,320
AIMNOTY,Y,50,282
AIMNOTY,T,99,586
ABDEINT,B,90,412
ABINPST,T,94,432
ABINPST,P,68,279
ABINPST,N,94,439
ABCINOT,B,64,344
ABCILNO,B,74,397
ACHINOR,H,81,430
ACLNSUY,U,76,401
ACLNSUY,S,85,446
ACLNSUY,N,66,325
ACLNSUY,L,85,415
ACLNSUY,C,63,337
AGHLNPY,A,65,252
AGINRSY,S,87,452
AGINRSY,R,85,403
AGINRSY,G,97,508
AGLNOSU,U,61,225
AGLNOSU,S,91,370
AGLNOSU,O,81,310
AGLNOSU,G,87,338
AEGLNOU,U,51,200
AEGLNOU,O,78,306
AEGLNOU,E,92,381
AELNRSY,Y,74,344
ACILNTY,Y,70,431
ABELNYZ,L,67,270
ABELNYZ,E,61,239
ABELNYZ,B,59,250
ABELNYZ,A,74,276
ADELNYZ,N,57,234
ADELNYZ,L,64,266
ADELNYZ,E,81,311
ADELNYZ,D,75,299
ADELNYZ,A,87,344
AELNRYZ,R,70,254
AELNRYZ,L,64,243
AELNRYZ,E,75,276
AELNRYZ,A,88,318
AHILNPS,P,82,369
AHILNPS,N,78,358
AHILNPS,L,96,461
AHILNPS,H,55,272
ACHINPS,S,97,423
ACHINPS,P,69,333
ACHINPS,N,85,409
ACHINPS,H,62,303
ACHINPS,C,66,344
ALNPSTY,Y,55,263
ALNPSTY,T,65,291
ALNPSTY,S,84,351
ALNPSTY,P,61,247
ALNPSTY,N,56,262
ALNPSTY,L,76,335
ACHILNR,R,78,349
ACHILNR,N,79,384
ACHILNR,L,77,362
ACHILNR,H,54,275
ACHILNR,C,98,523
ACHINRS,N,89,422
ACHINRS,H,83,425
ACNORSU,U,94,542
ACNORSU,N,96,479
AMNOSTU,U,83,397
AMNOSTU,T,98,459
AGNORSX,O,56,222
AGNORSX,N,63,234
AGNORSX,A,75,277
ACHMNOR,R,98,423
ACHMNOR,N,100,440
ACHMNOR,M,94,401
ACHMNOR,H,57,272
ACHMNOR,C,96,465
ACILNRY,Y,69,358
ACILNRY,R,90,418
ACILNRY,N,83,408
ACILNRY,L,100,495
ACILNRY,C,96,531
ACHMNOU,O,71,260
ACHMNOU,N,76,328
ACHMNOU,M,66,287
ACHMNOU,H,51,227
ACHMNOU,C,64,293
ACHMNOU,A,87,379
ACDILNU,U,56,259
ACDILNU,N,87,425
ACDILNU,L,91,410
ACDILNU,I,81,417
ACDILNU,D,72,316
ACDILNU,C,69,373
ADILNSU,U,77,353
ADILNSU,D,79,333
ADENRSW,W,87,440
ADGNORY,R,88,362
ADGNORY,O,90,372
ADGNORY,N,91,399
ADGNORY,G,77,328
ADGNORY,D,76,317
ADGNOPR,R,94,397
ADGNOPR,P,53,223
ADGNOPR,O,96,391
ADGNOPR,N,95,412
ADGNOPR,G,73,325
ADGNOPR,D,79,335
ACEHINO,O,88,412
ACEHINO,I,81,429
ACEHINO,H,68,342
ACEHINO,E,60,318
ACEHINO,A,91,464
AEHMNTU,U,57,295
AEHMNTU,N,97,509
AEHMNTU,M,95,458
AEHMNTU,H,62,320
AEHMNTU,E,99,459
AEGLNOY,Y,57,297
AEGLNOY,E,89,390
AGINOSU,U,57,278
AGINOSU,O,66,306
AGINOSU,G,95,460
AGILNOY,Y,54,264
AEGLNSY,Y,56,301
AEGLNSY,G,93,463
AGILNRY,Y,56,277
ADEGINU,U,63,332
ADEGINU,I,90,485
ADEGINU,G,99,493
AGHINSU,U,63,296
AGHINSU,H,63,261
AGHINSU,G,94,447
ADEHINO,O,60,258
ADEHINO,N,91,403
ADEHINO,I,63,306
ADEHINO,E,65,278
ADEHINO,D,91,394
ADEHINO,A,79,346
ADEHIMN,I,92,443
ADEGHIN,I,85,426
ADEGHIN,G,91,442
ADEGHIN,E,87,404
ADEGHIN,D,93,448
ACILMNU,U,70,375
ACILMNU,C,78,435
AILMNTY,Y,59,305
AILMNTY,T,92,470
AEIKLMN,K,78,313
AEIKNOS,O,71,329
AEIKNOS,K,74,294
AEIKNOS,I,99,477
AEIKNOS,E,89,423
AEIKNOS,A,96,414
ABEKLNO,O,87,285
ABEKLNO,N,97,360
ABEKLNO,K,66,225
ABEKLNO,B,95,369
AEKLNST,K,74,309
AEINOTX,T,98,509
AEINOTX,O,76,405
AEINOTX,I,81,439
AEINOTX,E,70,327
AEINOTX,A,93,490
AEHILNT,H,82,407
AGHILNT,H,66,362
AHILNOT,H,58,275
ACDENOU,O,65,294
ACDENOU,E,88,437
ACDENOU,D,97,450
ACDENOU,C,74,386
ACDENOU,A,85,405
ACENORU,O,94,446
ADELNTU,U,99,489
AELMNTU,U,86,400
ACEINTU,U,54,299
ACEINTU,I,98,560
ACEINTU,E,90,511
ACEINTU,C,95,575
ABDEINO,O,80,362
ABDEINO,I,71,364
ABDEINO,E,100,416
ABDEINO,B,80,348
ABDEINO,A,100,457
ADEINOZ,O,66,291
ADEINOZ,N,94,423
ADEINOZ,I,68,340
ADEINOZ,E,77,326
ADEINOZ,D,89,394
ADEINOZ,A,77,335
ALMNOPS,P,66,243
ALMNOPS,N,82,348
ALMNOPS,M,91,383
ALMNOSU,U,67,285
ALMNOSU,O,90,345
ALMNOSU,N,100,448
AMNOSUY,S,73,321
AMNOSUY,O,65,255
AMNOSUY,N,86,360
AMNOSUY,M,83,339
AMNOSUY,A,95,354
ALNOPRU,U,65,305
ALNOPRU,R,79,366
ALNOPRU,P,78,338
ALNOPRU,O,68,264
ALNOPRU,N,66,278
ALNOPRU,L,79,326
ALNOPRU,A,99,429
AEINORX,R,60,211
AEINORX,N,77,292
AEINORX,I,55,221
AEINORX,E,52,199
AEINORX,A,68,248
AHILNOU,O,51,196
AHILNOU,N,61,237
AHILNOU,L,64,235
AHILNOU,A,64,243
ALNOTUV,T,54,212
ALNOTUV,O,53,188
ALNOTUV,L,63,240
ALNOTUV,A,74,302
AEIMNOX,O,68,295
AEIMNOX,M,97,401
AEIMNOX,I,86,397
AEIMNOX,E,58,255
ABENSTU,U,90,412
ABENSTU,B,85,320
ABDINRT,T,84,393
ABDINRT,D,79,354
ABDINRT,B,69,323
ACDENTY,T,85,481
ACDENTY,D,98,511
ACDENTY,C,74,444
AEFINTX,T,70,304
AEFINTX,N,70,328
AEFINTX,I,66,267
AEFINTX,E,53,224
AEFINTX,A,64,284
AHNOPTY,T,54,247
AHNOPTY,O,56,221
AHNOPTY,A,58,237
ACHINRT,H,84,487
ACFINRT,F,53,269
ACFINRT,C,94,578
ABINOST,B,89,451
ACIKNOT,K,58,225
ACIMNTY,T,72,384
ACIMNTY,N,95,480
ACIMNTY,M,62,273
ACIMNTY,I,91,444
ACIMNTY,C,58,322
ADINOTX,T,68,390
ADINOTX,O,74,420
ADINOTX,N,88,504
ADINOTX,I,91,500
ADINOTX,D,52,274
ADINOTX,A,89,476
AHINPTY,T,71,323
AHINPTY,P,56,243
AHINPTY,N,68,316
AHINPTY,I,75,333
AHINPTY,A,82,376
AHINOPT,P,78,355
AHINOPT,O,87,441
AHINOPT,A,100,502
AINQRTU,U,60,309
AINQRTU,T,87,447
AINQRTU,R,80,387
AINQRTU,N,84,437
AINQRTU,I,75,384
AEINQTU,U,57,320
AEINQTU,T,84,431
AEINQTU,N,84,451
AEINQTU,I,63,353
AEINQTU,E,58,320
AEINQTU,A,64,337
AINQTUY,T,55,275
AINQTUY,N,59,296
AINQTUY,A,51,252
AEINPTY,I,93,450
AEINPTY,E,98,453
ACINPTY,T,85,459
ACINPTY,P,61,319
ACINPTY,N,95,517
ACINPTY,I,95,503
ACINPTY,C,63,385
AILNRTV,T,95,482
AILNRTV,R,92,420
AILNRTV,N,87,432
AILNRTV,L,89,397
AFGNOST,T,62,256
AFGNOST,S,59,240
AFGNOST,O,63,225
AFGNOST,N,66,270
AFGNOST,A,84,339
AINOSTU,U,86,508
AENPRTW,W,52,241
AEINTXY,T,66,286
AEINTXY,N,70,316
AEINTXY,I,53,218
AEINTXY,A,57,259
AINOSUX,S,62,279
AINOSUX,N,77,342
AINOSUX,I,64,291
AINOSUX,A,61,254
AEMNORY,Y,68,334
ACELNPY,P,78,325
ACELNPY,N,76,355
ACELNPY,L,94,408
ACELNPY,E,99,444
ACELNPY,C,63,317
AGHINTY,T,65,318
AGHINTY,N,88,422
AGHINTY,I,85,396
AGHINTY,G,62,280
AGHINTY,A,85,380
AEHNRWY,R,61,216
AEHNRWY,E,66,245
AEHNRWY,A,71,257
ACHILOP,P,76,338
ACHILOP,O,85,345
ACHILOP,I,80,394
ACHILOP,H,66,337
ACHILOP,C,92,437
ACEHIPT,P,87,464
ACEHIPT,I,90,537
ACEHIPT,H,96,529
AEFIPRT,F,66,299
AEHINPT,I,99,498
AEHINPT,H,55,265
ACHINPT,P,63,293
ACHINPT,N,95,510
ACHINPT,H,66,319
ACHINPT,C,94,513
ADEHIOP,P,52,240
ADEHIOP,E,51,233
ADEHIOP,D,57,252
ADEHIOP,A,52,243
ACHINOP,P,59,269
ACHINOP,O,95,431
ACHINOP,N,99,475
ACHINOP,I,88,438
ACHINOP,H,64,304
ACHINOP,C,94,454
ACHINOP,A,91,427
ACHIOPT,T,94,421
ACHIOPT,P,67,281
ACHIOPT,O,75,318
ACHIOPT,I,72,334
ACHIOPT,H,74,342
ACHIOPT,C,93,443
ACHIOPT,A,87,396
ACHLOPR,R,72,338
ACHLOPR,P,78,327
ACHLOPR,L,80,362
ACHLOPR,H,61,314
ACHLOPR,C,87,388
ACILNPT,P,88,448
ACEINOP,P,97,447
ACEINOP,O,89,417
ACEINOP,I,96,518
ACEINOP,E,94,458
ACHOPRY,R,66,300
ACHOPRY,P,65,283
ACHOPRY,O,64,289
ACHOPRY,H,54,262
ACHOPRY,C,60,252
ACHOPRY,A,79,354
ACENOPY,P,63,236
ACENOPY,O,60,225
ACENOPY,N,83,333
ACENOPY,E,62,255
ACENOPY,C,60,273
ACENOPY,A,75,332
ACDIOPT,T,71,303
ACDIOPT,O,66,272
ACDIOPT,I,64,286
ACDIOPT,C,64,303
ACDIOPT,A,82,344
ACGIMOP,A,57,169
AGMOPSU,S,56,202
AGMOPSU,M,54,210
AGMOPSU,A,59,202
AEILMOP,P,91,371
AEILMOP,O,72,269
AEILMOP,M,99,396
AEILMOP,I,85,379
AEILMOP,E,89,371
ACILOPT,P,98,499
AEGLOPU,P,71,232
AEGLOPU,G,68,230
AEGLOPU,E,71,247
AEGLOPU,A,82,295
AELNOPU,P,96,351
AELNOPU,O,63,207
AELNOPU,N,82,302
AELNOPU,E,88,327
AELNOPU,A,93,354
ACIMOPT,T,79,356
ACIMOPT,P,50,205
ACIMOPT,O,74,313
ACIMOPT,M,60,243
ACIMOPT,I,68,286
ACIMOPT,C,67,320
ACIMOPT,A,90,364
AIMOPSX,S,60,240
AIMOPSX,M,58,221
AIMOPSX,I,63,232
AIMOPSX,A,66,223
AHIOPSY,S,68,248
AHIOPSY,P,58,228
AHIOPSY,H,50,186
AHIOPSY,A,59,217
AELOPXY,P,62,221
AELOPXY,L,73,255
AELOPXY,A,51,203
AEIOPST,O,94,452
AEIOPST,I,94,472
AEHOPST,H,98,463
ACHILNP,P,65,345
ACHILNP,N,66,347
ACHILNP,L,87,467
ACHILNP,H,50,293
ACHILNP,C,82,461
AGILNPY,P,63,316
AGILNPY,L,90,446
AGILNPY,G,85,439
ACENPRY,Y,64,307
ACENPRY,N,80,378
ACENPRY,C,89,462
AEMNPST,P,95,418
AEILPTV,V,51,263
AEILPTV,P,93,464
AEILPTV,I,95,453
ADEINPX,P,69,319
ADEINPX,N,92,442
ADEINPX,I,67,304
ADEINPX,E,84,382
ADEINPX,D,77,383
ADEINPX,A,92,405
ACEIPRV,V,54,286
ACEIPRV,I,98,512
ACEIPRV,C,100,546
ACENPTY,T,82,426
ACENPTY,P,74,351
ACENPTY,N,92,452
ACENPTY,E,94,456
ACENPTY,C,57,335
ABDELPU,U,68,258
ABDELPU,P,66,280
ABDELPU,D,81,343
ABDELPU,B,78,314
ADELPRU,U,99,427
ACEJKLP,L,53,196
ACEJKLP,E,52,160
ACEJKLP,A,63,230
ACELPSU,U,97,467
ACELPSU,C,100,551
ADELOPW,P,78,316
ADELOPW,O,71,250
ADELOPW,E,99,392
ADELOPW,D,79,314
ADELOPW,A,82,312
ABCEILP,P,81,363
ABCEILP,I,82,405
ABCEILP,C,76,419
ABCEILP,B,68,319
AEILPQU,P,63,238
AEILPQU,L,69,272
AEILPQU,A,55,225
ABELOPS,O,99,371
ABELOPS,B,84,342
ADEHNPR,P,95,468
ADEHNPR,N,95,468
ADEHNPR,H,55,303
ABEOPRT,B,94,441
ABOPRTY,Y,51,227
ABOPRTY,T,94,384
ABOPRTY,R,96,377
ABOPRTY,P,51,209
ABOPRTY,O,80,336
ADEOPRV,V,53,264
ADEOPRV,P,94,430
ADEOPRV,O,81,353
ADEOPRV,D,97,419
AEPRTXY,Y,54,242
AEPRTXY,T,97,451
AEPRTXY,P,94,422
ADEIPTU,T,75,328
ADEIPTU,P,73,341
ADEIPTU,I,59,260
ADEIPTU,E,75,344
ADEIPTU,D,61,269
ADEIPTU,A,73,310
ACLQRTU,A,62,281
AELNPQU,P,63,233
AELNPQU,L,66,252
AELNPQU,E,59,228
AELNPQU,A,74,284
ACIQSTU,T,62,324
ACIQSTU,S,68,356
ACIQSTU,I,64,355
ACIQSTU,C,61,357
ACIQSTU,A,69,379
ACDEQTU,E,50,261
ACDEQTU,A,50,239
AEFIQRU,R,59,224
AEGILQU,L,69,278
AEGILQU,G,57,218
AEGILQU,A,56,228
AEILNQU,N,59,261
AEILNQU,L,67,285
AEILNQU,I,53,252
AEILNQU,E,52,241
AEILNQU,A,55,246
ABEQRSU,U,70,339
ABEQRSU,S,88,382
ABEQRSU,R,100,445
ABEQRSU,E,83,361
ABEQRSU,B,68,303
ABEQRSU,A,96,413
ABILRTY,Y,69,381
ABILRTY,T,93,483
ABILRTY,R,100,482
ABILRTY,B,84,437
ACDHINR,H,54,292
ACDHINR,D,95,503
ABILRST,B,100,457
ABEGIRT,G,100,490
ABEORSU,U,89,437
ABEORSU,O,79,372
ABCILOR,O,94,388
ABCILOR,B,86,393
ABFIMOR,R,80,292
ABFIMOR,O,54,205
ABFIMOR,M,69,245
ABFIMOR,I,54,210
ABFIMOR,A,81,302
ABIORST,B,98,413
ABEIORZ,R,92,357
ABEIORZ,E,67,263
ABEIORZ,B,74,317
ABEIORZ,A,67,269
ABLORTY,Y,76,366
ABLORTY,R,92,384
ABLORTY,L,89,375
ABLORTY,B,82,352
ACHIMRS,H,92,489
ACHIMRS,C,97,532
ACEHIRZ,R,96,422
ACEHIRZ,I,54,263
ACEHIRZ,E,77,353
ACEHIRZ,C,70,374
ACEHIRZ,A,80,361
ACDHLRU,U,59,225
ACDHLRU,R,56,227
ACDHLRU,L,55,215
ACDHLRU,A,81,328
ACDHRUY,R,54,230
ACDHRUY,A,61,257
ACEHINR,H,94,513
ACGHINR,R,90,462
ACGHINR,H,56,300
ACGHINR,G,83,441
ACGHINR,C,78,433
ACHILRV,R,55,254
ACHILRV,L,70,325
ACHILRV,I,79,351
ACHILRV,C,61,334
ACHILRV,A,91,425
ACHORSU,U,93,474
ACHORSU,O,80,396
ACHORSU,H,73,315
ACHORSU,C,92,474
ACHORSU,A,94,439
ACFIMOR,R,88,352
ACFIMOR,O,69,276
ACFIMOR,M,81,313
ACFIMOR,I,69,294
ACFIMOR,C,63,286
ACFIMOR,A,99,385
ACIMRTU,U,57,287
ACIMRTU,T,84,430
ACIMRTU,M,78,331
ACIMRTU,I,88,430
ACIMRTU,C,67,389
AEFILRX,R,98,412
AEFILRX,F,86,409
AEFILRX,E,100,408
AEFILRX,A,97,406
AEIPQRU,R,80,321
AEIPQRU,P,69,288
AEIPQRU,E,66,283
AEIPQRU,A,68,273
AEGIOPR,P,93,401
AEGIOPR,O,51,227
AEGIOPR,I,63,276
AEGIOPR,G,77,322
AGNORTU,U,70,331
AGNORTU,G,85,398
ABGLRUY,Y,62,307
ABGLRUY,U,72,292
ABGLRUY,R,76,323
ABGLRUY,L,77,325
ABGLRUY,G,63,263
ABGLRUY,B,66,270
ABGLRUY,A,94,380
AEGLRSY,Y,88,423
ADHINOR,R,93,390
ADHINOR,O,90,398
ADHINOR,I,84,414
ADHINOR,D,98,438
ADILMRU,U,72,293
ADILMRU,R,98,390
ADILMRU,M,100,420
ADILMRU,L,96,410
ADILMRU,I,99,397
ADILMRU,D,76,291
ADILMOR,O,93,329
ADILMOR,D,88,316
AEHLMOR,O,86,333
AEHLMOR,H,69,273
AIMNRSU,U,92,456
AEIKLMR,K,60,229
ADEMORU,U,62,302
ADEMORU,O,88,361
ADEORSU,U,88,387
ADEORSU,O,87,386
AHIMRTY,T,65,288
AHIMRTY,R,76,299
AHIMRTY,M,65,239
AHIMRTY,I,55,210
AHIMRTY,A,98,371
ACDEIRV,V,81,444
ADEHORW,W,56,282
ADEHORW,O,71,325
ADEHORW,H,56,275
ADEHORW,A,97,435
AEHLORS,O,99,438
AFLRTUY,U,53,197
AFLRTUY,T,59,219
AFLRTUY,R,61,234
AFLRTUY,L,61,239
AFLRTUY,A,80,320
AGHMORT,T,85,338
AGHMORT,R,93,394
AGHMORT,O,94,371
AGHMORT,M,75,313
ADHOPRT,T,87,360
ADHOPRT,R,99,404
ADHOPRT,P,69,308
ADHOPRT,O,93,380
ADHOPRT,A,97,389
AHINRTU,U,61,268
AHINRTU,R,86,378
AHINRTU,N,91,439
AHINRTU,I,75,356
ACFILRT,F,64,300
ACFILRT,C,86,479
AEILRTY,Y,92,487
ACILORV,R,77,363
ACILORV,O,73,319
ACILORV,I,90,399
ACILORV,C,81,398
ADEFIST,I,87,412
ADEFIST,D,92,457
ABEIOST,O,64,283
ABEIOST,I,72,335
ABEIOST,E,93,393
ABEIOST,B,93,378
ACDENSY,S,94,479
ACDENSY,D,100,494
ACDENSY,C,73,433
ACEINSV,V,75,402
ACEINSV,C,87,519
ACEIMST,C,91,546
ACMOSTY,T,63,244
ACMOSTY,S,66,256
ACMOSTY,O,78,308
ACMOSTY,M,63,248
ACMOSTY,C,55,235
ACMOSTY,A,88,341
AELSUXY,S,60,244
AELSUXY,L,66,261
AELSUXY,E,51,194
AELSUXY,A,52,207
AEHILSV,V,78,332
AEHILSV,I,93,390
AEHILSV,H,65,299
AHLPSTU,U,77,263
AHLPSTU,T,59,202
AHLPSTU,S,98,372
AHLPSTU,P,72,272
AHLPSTU,L,91,351
AHLPSTU,H,61,232
ACEGPRS,G,62,291
ACEGPRS,C,97,509
ADIPRST,P,90,369
ADIPRST,D,59,229
AILNPSW,S,97,391
AILNPSW,P,74,286
AILNPSW,N,74,310
AILNPSW,L,81,331
AILNPSW,I,95,400
AINQSTU,U,66,333
AINQSTU,T,81,399
AINQSTU,S,85,408
AINQSTU,N,99,496
AINQSTU,I,87,442
AINQSTU,A,93,465
ABILSTY,Y,61,324
ABILSTY,T,95,452
ABILSTY,B,86,406
ADELSTU,U,82,320
ABEGLMS,M,90,426
ABEGLMS,G,64,307
ABEGLMS,B,89,429
ABDELMS,D,100,440
ABELMSY,Y,70,350
AEORSTV,V,79,431
ADISTUY,S,54,207
ADISTUY,A,54,205
ACEIOST,O,79,378
ACEIOST,I,87,477
ACEIOST,E,93,497
AEIKRST,K,82,364
AEHNSTY,Y,57,262
AEHNSTY,H,69,319
ACHIMST,T,90,497
ACHIMST,M,88,443
ACHIMST,H,89,472
ACHIMST,C,89,495
ACGIMST,T,60,324
ACGIMST,S,77,394
ACGIMST,M,63,306
ACGIMST,I,91,460
AHINOST,H,76,348
ADNOSTU,U,66,261
ADNOSTU,T,70,289
ADNOSTU,S,80,325
ADNOSTU,O,69,273
ADNOSTU,N,83,353
ADNOSTU,D,52,204
ADNOSTU,A,97,401
AGLRSTU,U,99,423
AGLRSTU,T,83,381
AGLRSTU,S,98,454
AGLRSTU,R,90,434
AGLRSTU,L,75,308
AGLRSTU,G,57,240
AHKNRST,T,53,229
AHKNRST,S,61,266
AHKNRST,R,62,268
AHKNRST,N,60,255
ALORSTY,Y,76,358
ALORSTY,S,99,398
ALMORST,L,100,365
AELSTUY,Y,62,310
AELSTUY,U,59,255
AEMRSTY,Y,82,381
AEGNRSY,Y,55,265
AELOSTY,Y,64,321
AELOSTY,O,87,344
ABCHNST,S,54,195
ABCHNST,A,92,352
ABHKNST,S,52,212
ABHKNST,A,84,304
AHIMNST,H,80,448
AHINSTU,U,80,366
AHINSTU,H,67,288
ACHNPST,T,56,241
ACHNPST,S,54,196
ACHNPST,A,95,362
AHKNPST,A,84,291
AEHIMST,H,100,520
AEHLNST,H,93,450
AEHIOST,O,63,259
AEHIOST,I,64,305
AEHIOST,H,87,392
AEHIOST,E,94,428
AEHIOST,A,89,377
AEIMOST,O,86,396
AIMNOTZ,T,81,476
AIMNOTZ,O,92,489
AIMNOTZ,M,100,494
AEIMOTZ,T,62,229
AEIMOTZ,M,70,260
AEIMOTZ,A,52,203
AILNOTY,Y,59,330
ACIORTY,O,80,339
ACIORTY,I,67,310
ACIORTY,C,79,386
AHOPRTY,Y,55,291
AHOPRTY,P,81,382
AHOPRTY,O,93,437
AHOPRTY,H,63,325
AENORTV,V,78,410
ABCEHLT,H,100,475
ABCEHLT,C,98,540
ABCEHLT,B,80,358
ACEHMNT,N,99,563
ACEHMNT,M,82,413
ACEHMNT,H,96,523
ACEHMNT,C,90,523
ABILNTY,Y,59,321
ABILNTY,T,84,445
ABILNTY,N,78,434
ABILNTY,L,95,482
ABILNTY,I,98,495
ABILNTY,B,66,349
ABELMPT,P,80,390
ABELMPT,M,84,396
ABELMPT,B,83,394
AEINSTV,V,100,650
AEINOTU,O,73,383
AEINOTU,I,81,470
AEINOTU,E,71,352
AEINOTU,A,95,499
AENORTY,Y,70,328
ABEIRTU,U,67,315
ACILPTY,Y,55,361
ACILPTY,T,89,525
ACILPTY,P,65,354
ACILPTY,C,87,546
ACDKLNU,U,51,199
ACDKLNU,N,52,213
ACDKLNU,L,53,193
ACDKLNU,A,71,271
ACDIOSU,S,75,330
ACDIOSU,I,57,264
ACDIOSU,D,55,231
ACDIOSU,C,64,334
ACDIOSU,A,65,296
ACDITUY,A,51,240
ADENQSU,U,61,291
ADENQSU,S,84,395
ADENQSU,N,97,481
ADENQSU,E,89,432
ADENQSU,D,83,377
ADENQSU,A,84,361
ABDILUY,L,85,335
ABDILUY,D,50,186
ABDILUY,B,55,218
ABDILUY,A,76,290
ACDEINU,I,75,403
ACDEINU,E,100,509
ACDEINU,C,80,442
ADINOTU,T,83,432
ADINOTU,O,78,414
ADINOTU,I,85,478
ADINOTU,D,61,287
ADINOTU,A,98,489
ADEITUV,D,52,201
ADIORTU,T,85,324
ADIORTU,R,99,369
ADIORTU,O,76,300
ADIORTU,I,54,219
ADIORTU,D,67,237
ADIORTU,A,94,360
AEGMNTU,U,70,322
AEGMNTU,M,93,452
AEGMNTU,G,83,390
AGINSTU,U,97,501
ALMOSTU,U,79,355
AEILRSU,U,92,423
AEILORU,R,91,314
AEILORU,L,91,323
AEILORU,I,57,199
AEILORU,E,68,242
AEILORU,A,75,273
ACEILRU,U,74,408
AFIMORU,R,75,252
AFIMORU,M,71,238
AFIMORU,A,72,243
ACEIPSU,S,98,427
ACEIPSU,P,79,316
ACEIPSU,I,63,299
ACEIPSU,E,65,302
ACEIPSU,C,68,344
ACEIPSU,A,79,364
ACIOPSU,S,80,363
ACIOPSU,P,57,228
ACIOPSU,I,53,259
ACIOPSU,C,60,302
ACIOPSU,A,63,285
AORSTUX,U,64,289
AORSTUX,T,90,381
AORSTUX,S,77,341
AORSTUX,R,96,417
AORSTUX,O,65,261
AORSTUX,A,79,349
ACDIOTU,T,62,292
ACDIOTU,O,51,240
ACDIOTU,I,50,273
ACDIOTU,D,50,258
ACDIOTU,C,56,309
ACDIOTU,A,69,333
ACHIRTU,T,97,487
ACHIRTU,R,93,456
ACHIRTU,I,75,404
ACHIRTU,H,67,326
ACHIRTU,C,91,507
ACHRTUY,T,70,302
ACHRTUY,R,70,305
ACHRTUY,C,54,266
ACHRTUY,A,82,370
ACIKRTU,T,77,385
ACIKRTU,R,96,457
ACIKRTU,K,53,232
ACIKRTU,I,71,354
ACIKRTU,C,64,334
ABHNOTU,T,59,209
ABHNOTU,O,52,186
ABHNOTU,A,62,219
ACORTUY,T,96,419
ACORTUY,O,75,346
ACORTUY,C,64,336
ACORTUY,A,94,471
ACIORTU,U,50,258
ACIORTU,O,90,399
ACIORTU,I,75,369
ACIORTU,C,95,502
ACFOSTU,U,56,253
ACFOSTU,T,73,266
ACFOSTU,S,79,346
ACFOSTU,O,67,277
ACFOSTU,C,65,304
ACFOSTU,A,61,255
AGMOSTU,U,62,266
AGMOSTU,T,72,267
AGMOSTU,S,68,260
AGMOSTU,O,61,228
AGMOSTU,M,69,279
AGMOSTU,A,79,313
AGMOTUY,M,52,213
AGMOTUY,A,55,198
AGIORTU,U,51,210
AGIORTU,T,92,356
AGIORTU,O,74,297
AGIORTU,I,59,226
AGIORTU,G,69,255
AGIORTU,A,91,344
AFGORTU,U,52,178
AFGORTU,T,78,279
AFGORTU,R,84,300
AFGORTU,O,69,245
AFGORTU,G,53,192
AFGORTU,A,74,270
AGORTUY,T,83,325
AGORTUY,R,91,357
AGORTUY,O,70,271
AGORTUY,G,54,199
AGORTUY,A,75,302
ALORTUY,Y,61,286
ALORTUY,U,50,202
ALORTUY,T,96,363
ALORTUY,R,90,360
ALORTUY,O,80,316
ALORTUY,L,81,316
ALORTUY,A,95,436
AGLOSTU,U,61,205
AGLOSTU,T,86,288
AGLOSTU,S,85,301
AGLOSTU,O,86,303
AGLOSTU,G,63,222
ADEMOTU,T,76,282
ADEMOTU,O,60,225
